Sample.ID,latitude_north,longitude_east,site,crop
S_0788,40.38.08,140.22.04,Hirosaki_1,Apple
S_0789,40.38.08,140.22.04,Hirosaki_1,Apple
S_0790,40.38.08,140.22.04,Hirosaki_1,Apple
S_0791,40.38.08,140.22.04,Hirosaki_1,Apple
S_0792,40.38.08,140.22.04,Hirosaki_1,Apple
S_0793,36.35.07,138.13.15,Nagano_City,Celery
S_0794,36.35.07,138.13.15,Nagano_City,Apple
S_0795,40.38.05,140.21.53,Hirosaki_2,Apple
S_0796,40.38.05,140.21.53,Hirosaki_2,Apple
S_0797,40.38.05,140.21.53,Hirosaki_2,Apple
S_0798,40.38.05,140.21.53,Hirosaki_2,Apple
S_0799,40.38.05,140.21.53,Hirosaki_2,Apple
S_0800,40.38.05,140.21.53,Hirosaki_2,Apple
S_0801,36.35.07,138.13.15,Nagano_City,Celery
S_0802,36.35.07,138.13.15,Nagano_City,Celery
S_0803,36.35.07,138.13.15,Nagano_City,Celery
S_0804,36.35.07,138.13.15,Nagano_City,Celery
S_0805,36.35.07,138.13.15,Nagano_City,Celery
S_0806,36.35.07,138.13.15,Nagano_City,Celery
S_0807,36.35.07,138.13.15,Nagano_City,Celery
S_0808,36.35.07,138.13.15,Nagano_City,Celery
S_0809,36.35.07,138.13.15,Nagano_City,Celery
S_0810,36.35.07,138.13.15,Nagano_City,Celery
S_0811,36.35.07,138.13.15,Nagano_City,Celery
S_0812,36.35.07,138.13.15,Nagano_City,Celery
S_0813,36.35.07,138.13.15,Nagano_City,Celery
S_0814,36.35.07,138.13.15,Nagano_City,Celery
S_0815,36.35.07,138.13.15,Nagano_City,Celery
S_0816,36.35.07,138.13.15,Nagano_City,Celery
S_0817,36.15.50,138.00.24,Matsumoto_City,Celery
S_0818,36.15.50,138.00.24,Matsumoto_City,Celery
S_0819,36.17.02,137.58.51,Matsumoto_City,Celery
S_0820,36.17.02,137.58.51,Matsumoto_City,Celery
S_0821,36.17.05,137.58.18,Matsumoto_City,Celery
S_0822,36.17.05,137.58.18,Matsumoto_City,Celery
S_0823,36.16.47,137.58.29,Matsumoto_City,Celery
S_0824,36.16.47,137.58.29,Matsumoto_City,Celery
S_0825,37.42.39,140.23.25,Fukushima,Spinach
S_0826,37.42.39,140.23.25,Fukushima,Spinach
S_0827,37.42.39,140.23.25,Fukushima,Spinach
S_0828,37.42.39,140.23.25,Fukushima,Spinach
S_0829,37.42.39,140.23.25,Fukushima,Spinach
S_0830,37.42.39,140.23.25,Fukushima,Spinach
S_0831,37.42.39,140.23.25,Fukushima,Celery
S_0832,35.59.12,138.13.33,"Hara_Village,_Suwa_District",Celery
S_0833,37.42.39,140.23.25,Fukushima,Spinach
S_0834,37.42.39,140.23.25,Fukushima,Spinach
S_0835,37.42.39,140.23.25,Fukushima,Spinach
S_0836,37.42.39,140.23.25,Fukushima,Spinach
S_0837,37.42.39,140.23.25,Fukushima,Spinach
S_0838,37.42.39,140.23.25,Fukushima,Spinach
S_0839,37.42.39,140.23.25,Fukushima,Spinach
S_0840,37.42.39,140.23.25,Fukushima,Spinach
S_0841,37.42.39,140.23.25,Fukushima,Spinach
S_0842,37.42.39,140.23.25,Fukushima,Spinach
S_0843,37.42.39,140.23.25,Fukushima,Spinach
S_0844,37.42.39,140.23.25,Fukushima,Spinach
S_0845,37.42.39,140.23.25,Fukushima,Spinach
S_0846,37.42.39,140.23.25,Fukushima,Spinach
S_0847,37.42.39,140.23.25,Fukushima,Spinach
S_0848,37.42.39,140.23.25,Fukushima,Spinach
S_0849,37.42.39,140.23.25,Fukushima,Spinach
S_0850,37.42.39,140.23.25,Fukushima,Spinach
S_0851,37.42.39,140.23.25,Fukushima,Spinach
S_0852,37.42.39,140.23.25,Fukushima,Spinach
S_0853,37.42.39,140.23.25,Fukushima,Spinach
S_0854,37.42.39,140.23.25,Fukushima,Spinach
S_0855,37.42.39,140.23.25,Fukushima,Spinach
S_0856,37.42.39,140.23.25,Fukushima,Spinach
S_0857,37.42.39,140.23.25,Fukushima,Spinach
S_0858,37.42.39,140.23.25,Fukushima,Spinach
S_0859,37.42.39,140.23.25,Fukushima,Spinach
S_0860,37.42.39,140.23.25,Fukushima,Spinach
S_0861,37.42.39,140.23.25,Fukushima,Spinach
S_0862,37.42.39,140.23.25,Fukushima,Spinach
S_0863,37.42.39,140.23.25,Fukushima,Spinach
S_0864,37.42.39,140.23.25,Fukushima,Spinach
S_0865,37.42.39,140.23.25,Fukushima,Spinach
S_0866,37.42.39,140.23.25,Fukushima,Spinach
S_0867,37.42.39,140.23.25,Fukushima,Spinach
S_0868,37.42.39,140.23.25,Fukushima,Spinach
S_0869,37.42.39,140.23.25,Fukushima,Spinach
S_0870,37.42.39,140.23.25,Fukushima,Spinach
S_0871,37.42.39,140.23.25,Fukushima,Spinach
S_0872,37.42.39,140.23.25,Fukushima,Spinach
S_0873,37.42.37,140.23.29,Fukushima,Komatsuna
S_0874,37.42.37,140.23.29,Fukushima,Komatsuna
S_0875,37.42.37,140.23.29,Fukushima,Komatsuna
S_0876,37.42.37,140.23.29,Fukushima,Komatsuna
S_0877,37.42.37,140.23.29,Fukushima,Komatsuna
S_0878,37.42.37,140.23.29,Fukushima,Komatsuna
S_0879,37.42.37,140.23.29,Fukushima,Spinach
S_0880,37.42.39,140.23.25,Fukushima,Spinach
S_0881,37.42.37,140.23.29,Fukushima,Komatsuna
S_0882,37.42.37,140.23.29,Fukushima,Komatsuna
S_0883,37.42.37,140.23.29,Fukushima,Komatsuna
S_0884,37.42.37,140.23.29,Fukushima,Komatsuna
S_0885,37.42.37,140.23.29,Fukushima,Komatsuna
S_0886,37.42.37,140.23.29,Fukushima,Komatsuna
S_0887,37.42.37,140.23.29,Fukushima,Komatsuna
S_0888,37.42.37,140.23.29,Fukushima,Komatsuna
S_0889,37.42.37,140.23.29,Fukushima,Komatsuna
S_0890,37.42.37,140.23.29,Fukushima,Komatsuna
S_0891,37.42.37,140.23.29,Fukushima,Komatsuna
S_0892,37.42.37,140.23.29,Fukushima,Komatsuna
S_0893,37.42.37,140.23.29,Fukushima,Komatsuna
S_0894,37.42.37,140.23.29,Fukushima,Komatsuna
S_0895,37.42.37,140.23.29,Fukushima,Komatsuna
S_0896,37.42.37,140.23.29,Fukushima,Komatsuna
S_0897,37.42.37,140.23.29,Fukushima,Komatsuna
S_0898,37.42.37,140.23.29,Fukushima,Komatsuna
S_0899,37.42.37,140.23.29,Fukushima,Komatsuna
S_0900,37.42.37,140.23.29,Fukushima,Komatsuna
S_0901,37.42.37,140.23.29,Fukushima,Komatsuna
S_0902,37.42.37,140.23.29,Fukushima,Komatsuna
S_0903,37.42.37,140.23.29,Fukushima,Komatsuna
S_0904,37.42.37,140.23.29,Fukushima,Komatsuna
S_0905,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0906,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0907,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Komatsuna
S_0908,37.42.37,140.23.29,Fukushima,Komatsuna
S_0909,37.42.37,140.23.29,Fukushima,Komatsuna
S_0910,37.42.37,140.23.29,Fukushima,Komatsuna
S_0911,37.42.37,140.23.29,Fukushima,Komatsuna
S_0912,37.42.37,140.23.29,Fukushima,Komatsuna
S_0913,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0914,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0915,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0916,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0917,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0918,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0919,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0920,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0921,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0922,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0923,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0924,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0925,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0926,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0927,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0928,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0929,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0930,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0931,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0932,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0933,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0934,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0935,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0936,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0937,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0938,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0939,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0940,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0941,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0942,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0943,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0944,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0945,42.53.20,143.04.31,NA,Potato
S_0946,42.53.20,143.04.31,NA,Potato
S_0947,42.53.20,143.04.31,NA,Sweet_corn
S_0948,42.53.20,143.04.31,NA,Sweet_corn
S_0949,42.53.20,143.04.31,NA,Sweet_corn
S_0950,42.53.20,143.04.31,NA,Sweet_corn
S_0951,42.53.20,143.04.31,NA,Radish
S_0952,35.21.04,139.16.53,"Kanagawa_pref._agriculture_center,_before_transplanting",Radish
S_0953,35.27.44,136.44.22,gifu,Tomato
S_0954,42.34.22,142.06.59,Hokkaido,Tomato
S_0955,42.41.14,142.22.50,Hokkaido,Tomato
S_0956,42.41.14,142.22.50,Hokkaido,Tomato
S_0957,42.33.06,142.04.50,Hokkaido,Potato
S_0958,42.53.21,143.04.33,NA,Potato
S_0959,42.53.21,143.04.33,NA,Potato
S_0960,42.53.20,143.04.31,NA,Potato
S_0961,35.27.44,136.44.22,gifu,Radish
S_0962,35.27.44,136.44.22,gifu,Radish
S_0963,35.27.44,136.44.22,gifu,Radish
S_0964,35.27.44,136.44.22,gifu,Radish
S_0965,35.27.44,136.44.22,gifu,Radish
S_0966,35.27.44,136.44.22,gifu,Radish
S_0967,35.27.44,136.44.22,gifu,Radish
S_0968,35.27.44,136.44.22,gifu,Radish
S_0969,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0970,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0971,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0972,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0973,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0974,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0975,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0976,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Radish
S_0977,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0978,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0979,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0980,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0981,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0982,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0983,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0984,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0985,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0986,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0987,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0988,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0989,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0990,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0991,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0992,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0993,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0994,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0995,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0996,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0997,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0998,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_0999,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1000,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1001,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1002,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1003,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1004,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1005,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1006,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1007,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1008,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1009,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1010,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1011,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1012,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1013,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1014,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1015,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1016,36.01.40,140.06.01,"artificial_concrete_framed_field_(3-1-1_Kannondai,_Tsukuba,_Ibaraki)",Sweet_corn
S_1017,26.06.31,127.41.05,Itoman,Sweet_corn
S_1018,26.06.31,127.41.05,Itoman,Sweet_corn
S_1019,26.06.31,127.41.05,Itoman,Sweet_corn
S_1020,26.06.31,127.41.05,Itoman,Sweet_corn
S_1021,26.06.31,127.41.05,Itoman,Sweet_corn
S_1022,26.06.31,127.41.05,Itoman,Sweet_corn
S_1023,26.06.31,127.41.05,Itoman,Sweet_corn
S_1024,26.06.31,127.41.05,Itoman,Sweet_corn
S_1025,42.53.20,143.04.31,NA,Potato
S_1026,42.53.20,143.04.31,NA,Potato
S_1027,42.53.20,143.04.31,NA,Sweet_corn
S_1028,42.53.20,143.04.31,NA,Sweet_corn
S_1029,42.53.20,143.04.31,NA,Sweet_corn
S_1030,42.53.20,143.04.31,NA,Sweet_corn
S_1031,42.53.20,143.04.31,NA,Sweet_corn
S_1032,26.06.31,127.41.05,Itoman,Sweet_corn
S_1033,40.38.08,140.22.04,Hirosaki_1,Apple
S_1034,40.38.08,140.22.04,Hirosaki_1,Apple
S_1035,40.38.08,140.22.04,Hirosaki_1,Tomato
S_1036,42.34.22,142.06.59,Hokkaido,Tomato
S_1037,42.41.14,142.22.50,Hokkaido,Tomato
S_1038,42.41.14,142.22.50,Hokkaido,Tomato
S_1039,42.33.06,142.04.50,Hokkaido,Potato
S_1040,42.53.20,143.04.31,NA,Potato
S_1041,40.38.05,140.21.53,Hirosaki_2,Apple
S_1042,40.38.05,140.21.53,Hirosaki_2,Apple
S_1043,40.38.08,140.22.04,Hirosaki_1,Apple
S_1044,40.38.08,140.22.04,Hirosaki_1,Apple
S_1045,40.38.08,140.22.04,Hirosaki_1,Apple
S_1046,40.38.08,140.22.04,Hirosaki_1,Apple
S_1047,40.38.08,140.22.04,Hirosaki_1,Apple
S_1048,40.38.08,140.22.04,Hirosaki_1,Apple
S_1049,36.22.52,137.52.11,Azumino_City,Apple
S_1050,40.38.05,140.21.53,Hirosaki_2,Apple
S_1051,40.38.05,140.21.53,Hirosaki_2,Apple
S_1052,40.38.05,140.21.53,Hirosaki_2,Apple
S_1053,40.38.05,140.21.53,Hirosaki_2,Apple
S_1054,40.38.05,140.21.53,Hirosaki_2,Apple
S_1055,40.38.05,140.21.53,Hirosaki_2,Apple
S_1056,40.38.05,140.21.53,Hirosaki_2,Apple
S_1057,36.09.32,137.56.23,Matsumoto_City,Celery
S_1058,36.10.45,137.58.41,Matsumoto_City,Celery
S_1059,36.10.45,137.58.41,Matsumoto_City,Celery
S_1060,36.10.42,137.57.51,Matsumoto_City,Celery
S_1061,36.16.33,137.52.29,Azumino_City,Celery
S_1062,36.16.33,137.52.29,Azumino_City,Celery
S_1063,36.17.54,137.52.59,Azumino_City,Celery
S_1064,36.17.30,137.55.21,Azumino_City,Celery
S_1065,36.10.45,137.58.41,Matsumoto_City,Celery
S_1066,36.10.42,137.57.51,Matsumoto_City,Celery
S_1067,36.16.33,137.52.29,Azumino_City,Celery
S_1068,36.16.33,137.52.29,Azumino_City,Celery
S_1069,36.17.54,137.52.59,Azumino_City,Celery
S_1070,36.17.30,137.55.21,Azumino_City,Celery
S_1071,36.22.52,137.52.11,Azumino_City,Celery
S_1072,36.09.16,137.56.10,Matsumoto_City,Celery
S_1073,36.10.45,137.58.41,Matsumoto_City,Celery
S_1074,36.10.42,137.57.51,Matsumoto_City,Celery
S_1075,36.17.54,137.52.59,Azumino_City,Celery
S_1076,36.17.30,137.55.21,Azumino_City,Celery
S_1077,36.22.52,137.52.11,Azumino_City,Celery
S_1078,36.09.16,137.56.10,Matsumoto_City,Celery
S_1079,36.09.32,137.56.23,Matsumoto_City,Celery
S_1080,36.10.45,137.58.41,Matsumoto_City,Celery
S_1081,42.53.20,143.04.31,NA,Potato
S_1082,42.53.20,143.04.31,NA,Potato
S_1083,42.53.20,143.04.31,NA,Potato
S_1084,42.53.20,143.04.31,NA,Potato
S_1085,42.53.20,143.04.31,NA,Celery
S_1086,36.09.16,137.56.10,Matsumoto_City,Celery
S_1087,36.09.32,137.56.23,Matsumoto_City,Celery
S_1088,36.10.45,137.58.41,Matsumoto_City,Celery
S_1089,42.53.20,143.04.31,NA,Potato
S_1090,42.53.20,143.04.31,NA,Potato
S_1091,42.53.20,143.04.31,NA,Potato
S_1092,42.53.20,143.04.31,NA,Potato
S_1093,42.53.20,143.04.31,NA,Sweet_corn
S_1094,42.53.20,143.04.31,NA,Sweet_corn
S_1095,42.53.20,143.04.31,NA,Sweet_corn
S_1096,42.53.20,143.04.31,NA,Sweet_corn
S_1097,39.34.51,140.11.49,Akita,Cabbage
S_1098,39.34.51,140.11.49,Akita,Cabbage
S_1099,39.34.51,140.11.49,Akita,Cabbage
S_1100,39.34.51,140.11.49,Akita,Cabbage
S_1101,39.34.51,140.11.49,Akita,Sweet_corn
S_1102,42.53.20,143.04.31,NA,Sweet_corn
S_1103,42.53.20,143.04.31,NA,Sweet_corn
S_1104,42.53.20,143.04.31,NA,Sweet_corn
S_1105,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1106,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1107,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1108,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1109,39.34.51,140.11.49,Akita,Cabbage
S_1110,39.34.51,140.11.49,Akita,Cabbage
S_1111,39.34.51,140.11.49,Akita,Cabbage
S_1112,39.34.51,140.11.49,Akita,Cabbage
S_1113,36.0.58,140.6.25,Tsukuba,Cabbage
S_1114,36.0.58,140.6.25,Tsukuba,Cabbage
S_1115,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1116,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1117,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1118,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1119,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1120,36.29.33,138.29.33,Tsumagoi,Cabbage
S_1121,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1122,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1123,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1124,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1125,36.0.58,140.6.25,Tsukuba,Cabbage
S_1126,36.0.58,140.6.25,Tsukuba,Cabbage
S_1127,36.0.58,140.6.25,Tsukuba,Cabbage
S_1128,36.0.58,140.6.25,Tsukuba,Cabbage
S_1129,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1130,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1131,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1132,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1133,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1134,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1135,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1136,34.37.52,136.29.25,Matsuzaka,Cabbage
S_1137,35.46.22,136.73.94,gifu,Radish
S_1138,35.46.22,136.73.94,gifu,Radish
S_1139,35.46.22,136.73.94,gifu,Radish
S_1140,35.46.22,136.73.94,gifu,Radish
S_1141,35.46.22,136.73.94,gifu,Radish
S_1142,35.46.22,136.73.94,gifu,Radish
S_1143,35.46.22,136.73.94,gifu,Radish
S_1144,35.46.22,136.73.94,gifu,Cabbage
S_1145,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1146,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1147,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1148,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Radish
S_1149,35.46.22,136.73.94,gifu,Radish
S_1150,35.46.22,136.73.94,gifu,Radish
S_1151,35.46.22,136.73.94,gifu,Radish
S_1152,35.46.22,136.73.94,gifu,Radish
S_1153,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1154,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1155,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1156,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1157,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1158,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1159,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1160,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Spinach
S_1161,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1162,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1163,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1164,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1165,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1166,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1167,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1168,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Onion
S_1169,26.06.31,127.41.05,Itoman,Sweet_corn
S_1170,26.06.31,127.41.05,Itoman,Sweet_corn
S_1171,26.06.31,127.41.05,Itoman,Soybean
S_1172,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1173,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1174,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1175,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
S_1176,35.18.00,135.15.00,"aono,_ayabe,_KYOTO",Soybean
