Site,Crop,Project,ID,Specificity_to_disease_level_1,Pvalue,FDR,Kingdom,Phylum
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00112,0.235608042,0.3595,0.465796,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00099,0.232016296,0.381,0.465796,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00359,0.151053807,0.4295,0.476354545,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00205,0.091419307,0.4494,0.477527897,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01166,0.036030867,0.4827,0.488708714,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00258,-0.03449779,0.4462,0.477527897,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00097,-0.049878582,0.4551,0.477527897,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00420,-0.117045525,0.421,0.473225688,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00121,-0.152198768,0.419,0.473225688,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00287,-0.157486158,0.402,0.471576923,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00198,-0.307012218,0.3447,0.465796,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00609,-0.499083897,0.2802,0.45277351,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01377,-0.553485898,0.2375,0.438677143,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00087,-0.661466407,0.243,0.438677143,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00565,-0.691393886,0.2113,0.423759375,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00369,-0.791090038,0.194,0.423759375,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00249,-0.858926835,0.1602,0.417914894,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01220,-1.520742091,0.0541,0.249984906,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00167,-1.530724539,0.059,0.2623,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00036,-1.561031101,0.0469,0.234040816,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00546,-1.676863814,0.0428,0.234040816,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00991,-1.78991249,0.0422,0.234040816,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_00746,-1.995028016,0.0227,0.213906667,Bacteria,Chloroflexi
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Bac_01233,-2.118285469,0.0197,0.213906667,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_5,Bac_00634,4.337533919,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_10,Bac_01309,3.957013989,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_12,Bac_00435,3.766942909,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_16,Bac_00330,3.639638573,7.00E-04,0.003595455,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_27,Bac_01277,3.33811407,8.00E-04,0.003930435,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_33,Bac_00277,3.148582115,0.0016,0.006758879,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_35,Bac_01108,3.115404818,9.00E-04,0.004374194,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_43,Bac_01200,2.952172314,0.0026,0.00987563,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_49,Bac_01297,2.847829814,0.0022,0.008572414,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_51,Bac_00670,2.797316402,0.0036,0.0127125,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_68,Bac_01350,2.461014878,0.0069,0.021508966,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_75,Bac_01241,2.400934508,0.009,0.025910828,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_82,Bac_00214,2.289110275,0.0102,0.028112195,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_91,Bac_00019,2.156884227,0.0156,0.038742857,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_96,Bac_01655,2.119869901,0.0195,0.045431795,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_98,Bac_00580,2.075950159,0.022,0.049227723,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_109,Bac_01177,1.961952461,0.028,0.059140187,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_112,Bac_00865,1.915479338,0.0295,0.062018605,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_113,Bac_01640,1.914872375,0.0276,0.058569014,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_116,Bac_00205,1.866734044,0.0321,0.0642,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_120,Bac_01458,1.829024476,0.0306,0.06328,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_122,Bac_02163,1.800842019,0.0374,0.07349913,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_129,Bac_01697,1.68262813,0.0451,0.08407572,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_143,Bac_00216,1.542743232,0.0575,0.099578544,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_146,Bac_00827,1.516825486,0.0626,0.105186617,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_150,Bac_00167,1.489105645,0.0618,0.104229851,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_154,Bac_00692,1.435962312,0.078,0.12489894,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_155,Bac_00121,1.425468024,0.0708,0.115947826,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_162,Bac_00421,1.324349165,0.088,0.136842612,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_166,Bac_00563,1.244580754,0.094,0.143693243,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_168,Bac_00891,1.231535622,0.1033,0.155638667,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_201,Bac_00883,0.692642827,0.232,0.278153846,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_223,Bac_00981,0.385290094,0.3133,0.348797044,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_226,Bac_00066,0.355836253,0.3461,0.374545107,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_231,Bac_01259,0.262572121,0.3444,0.374545107,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_233,Bac_00838,0.230164605,0.3745,0.3955,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_247,Bac_00353,-0.062935195,0.4802,0.481866075,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_250,Bac_00095,-0.113935115,0.4572,0.463857399,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_253,Bac_00173,-0.24474448,0.3987,0.417158333,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_271,Bac_02368,-0.639167069,0.2491,0.290938501,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_273,Bac_00097,-0.657510212,0.2491,0.290938501,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_276,Bac_00617,-0.714279696,0.2367,0.280809449,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_284,Bac_00410,-0.802737258,0.1757,0.232211696,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_301,Bac_00359,-0.928289223,0.1654,0.222502381,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_304,Bac_01509,-0.960272018,0.1381,0.194458567,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_309,Bac_00582,-1.039253668,0.1252,0.181962701,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_328,Bac_00983,-1.428633655,0.0569,0.099300386,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_339,Bac_00947,-1.582389855,0.035,0.069385965,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_358,Bac_00087,-1.877921658,0.0264,0.056822857,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_359,Bac_00285,-1.895849371,0.0196,0.045431795,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_389,Bac_00293,-2.472638091,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_412,Bac_00189,-2.908684098,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_416,Bac_00912,-2.942233586,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_424,Bac_00603,-3.141237827,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_430,Bac_00846,-3.199987282,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_437,Bac_00099,-3.359978766,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_443,Bac_00190,-3.514748583,0,0,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00214,2.922112875,4.00E-04,0.00816,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00019,2.766954222,0.0014,0.02142,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00891,2.432320779,0.0043,0.0306,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00670,2.357549904,0.0027,0.025036364,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00205,2.346428308,0.0063,0.034293103,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00435,2.178673645,0.0086,0.040486154,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00036,1.514045539,0.0561,0.1196375,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00827,1.469716895,0.0583,0.122190411,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00582,0.750187864,0.2009,0.289978302,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00216,0.650691081,0.2416,0.330042857,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00121,0.485692346,0.3038,0.373344578,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00421,0.470976001,0.3126,0.382073307,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00359,0.367897059,0.3434,0.40571583,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00167,0.362275778,0.3506,0.412629231,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_01254,0.262328641,0.3676,0.424617978,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00690,0.043662077,0.4765,0.484415282,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00097,0.034933209,0.4681,0.479365886,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00165,-0.188616966,0.3985,0.445040146,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00095,-0.277790707,0.3762,0.429541791,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_01600,-0.372093439,0.3262,0.392981102,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00066,-0.42085718,0.3298,0.39576,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00490,-0.712386228,0.2179,0.307816438,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00189,-0.846750727,0.1878,0.280747573,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00293,-0.906519653,0.1728,0.268410152,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00565,-0.981325359,0.1561,0.250086911,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00176,-1.265821393,0.0944,0.170925444,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00304,-1.353380896,0.0819,0.1547,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00759,-1.35763294,0.0734,0.141645283,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_01061,-1.498770294,0.0604,0.125730612,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00353,-1.617095091,0.0517,0.11463913,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00410,-1.8279031,0.027,0.079268571,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00173,-2.068125003,0.0211,0.070951648,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00846,-2.090169368,0.0172,0.063412048,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00099,-2.1506868,0.0147,0.057669231,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00552,-2.424103322,0.0053,0.031776923,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00912,-2.485780179,0.0061,0.033938182,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00190,-2.52428009,0.0068,0.03468,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_01054,-2.633117038,0.003,0.0255,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00087,-2.782293335,0.0027,0.025036364,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00415,-2.790155034,0.0018,0.02295,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00603,-2.837741392,0.0016,0.022254545,Bacteria,Chloroflexi
Kasai,tomato,Effect_of_biocontrol_agent_on_tomato_Crown_(foot)_and_root_rot-Tomato,Bac_00285,-3.247468814,6.00E-04,0.011475,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_7,Bac_00196,4.214964688,0,0,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_8,Bac_00964,4.022241881,0,0,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_46,Bac_00066,1.066430814,0.1364,0.242,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_59,Bac_00097,0.504376725,0.2912,0.372465116,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_78,Bac_00099,0.021309045,0.4623,0.470861111,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_81,Bac_00127,-0.101648706,0.4381,0.452497653,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_89,Bac_00036,-0.264040692,0.3782,0.420444444,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_90,Bac_00353,-0.270500818,0.3719,0.419579487,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_122,Bac_00907,-0.78744142,0.198,0.290693333,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_126,Bac_01828,-0.842732216,0.1831,0.290028169,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_144,Bac_00494,-1.190132247,0.1139,0.207090909,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_150,Bac_00173,-1.250724072,0.101,0.194912281,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_166,Bac_00176,-1.760935723,0.032,0.083809524,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_171,Bac_00926,-1.780806906,0.0318,0.083809524,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_179,Bac_00073,-1.900239231,0.025,0.073626667,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_199,Bac_00095,-2.31644132,0.0094,0.04054902,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_203,Bac_00304,-2.49457275,0.0052,0.027238095,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_210,Bac_00121,-2.686889097,0.0024,0.017722222,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_212,Bac_00293,-2.706187911,0.0026,0.017722222,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_218,Bac_00317,-2.962535633,9.00E-04,0.009,Bacteria,Chloroflexi
Sagae,tomato,Effect_of_biocontrol_agent_on_tomato_bacterial_wilt_219,Bac_00087,-2.967668881,6.00E-04,0.007333333,Bacteria,Chloroflexi
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Fun_0058,1.516405458,0.0721,0.101553617,Fungi,Chytridiomycota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Fun_3730,0.37719861,0.3252,0.347229677,Fungi,Chytridiomycota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Fun_0145,-1.276048465,0.0632,0.090168966,Fungi,Chytridiomycota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Fun_0275,-1.486128564,0,0,Fungi,Chytridiomycota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Fun_0447,-1.489536722,0.0172,0.027907843,Fungi,Chytridiomycota
Kashihara,tomato,Effect_of_treatment_of_biological_control_egent_for_Fusarium_wilt_in_tomato_field-Tomato,Arc_012,-1.705939225,0,0,Archaea,Crenarchaeota
Kashihara,tomato,Effect_of_treatment_of_biological_control_egent_for_Fusarium_wilt_in_tomato_field-Tomato,Arc_006,-2.670270835,0,0,Archaea,Crenarchaeota
Kashihara,tomato,Effect_of_treatment_of_biological_control_egent_for_Fusarium_wilt_in_tomato_field-Tomato,Arc_001,-3.567324383,0,0,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_008,3.72387594,5.00E-04,0.001253788,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_002,3.673211637,2.00E-04,0.000542623,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_030,3.428337548,0.0012,0.002837143,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_010,1.809402358,0.0424,0.062934529,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_007,1.54507571,0.0654,0.092907296,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_001,-1.111600019,0.1309,0.169235019,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_003,-1.757590157,0.0364,0.054517647,Archaea,Crenarchaeota
Kuki,eggplant,Control_of_Bacterial_Wilt_Disease_by_microorganisms_in_eggplant_field-Eggplant,Arc_006,-2.297828788,0.0058,0.010907955,Archaea,Crenarchaeota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Arc_002,1.802227427,0.0275,0.215747368,Archaea,Crenarchaeota
Miyota,Chinese cabbage,Control_of_verticillium_yellows_on_chinese_cabbage_by_soil_application_of_oat-Chinese_cabbage,Arc_006,1.41714289,0.0652,0.274289655,Archaea,Crenarchaeota
